Date,Open,High,Low,Close,Adj Close,Volume
2024-01-01,1290.2750244140625,1303.425048828125,1286.574951171875,1295.125,1290.7442626953125,4030540
2024-01-02,1292.5,1307.5,1286.5,1305.8499755859375,1301.4329833984375,7448800
2024-01-03,1305.0,1317.0,1288.5999755859375,1291.6500244140625,1287.281005859375,9037536
2024-01-04,1294.0,1304.925048828125,1289.550048828125,1298.324951171875,1293.933349609375,9612778
2024-01-05,1301.449951171875,1309.925048828125,1299.0,1303.8499755859375,1299.439697265625,8086406
2024-01-08,1305.0,1315.9749755859375,1284.4749755859375,1293.675048828125,1289.2991943359375,7734652
2024-01-09,1300.0,1303.4000244140625,1288.5999755859375,1290.25,1285.8857421875,5403074
2024-01-10,1288.5,1329.5,1287.5250244140625,1325.050048828125,1320.568115234375,11102740
2024-01-11,1329.5,1362.5,1328.5,1359.9000244140625,1355.3001708984375,23725852
2024-01-12,1359.9000244140625,1373.324951171875,1345.75,1370.7249755859375,1366.0885009765625,15012164
2024-01-15,1375.0,1396.449951171875,1366.0,1394.125,1389.409423828125,8610594
2024-01-16,1389.9749755859375,1396.300048828125,1370.5,1374.625,1369.975341796875,9069024
2024-01-17,1359.5,1386.2750244140625,1355.0250244140625,1361.574951171875,1356.9693603515625,12197382
2024-01-18,1351.4000244140625,1371.0,1351.25,1367.949951171875,1363.3228759765625,10279438
2024-01-19,1376.0,1376.0,1359.0,1367.449951171875,1362.8245849609375,10422704
2024-01-23,1371.75,1371.75,1322.550048828125,1328.574951171875,1324.0810546875,20055420
2024-01-24,1335.2249755859375,1349.5,1323.925048828125,1343.875,1339.329345703125,21919128
2024-01-25,1342.949951171875,1364.1500244140625,1335.199951171875,1353.074951171875,1348.4981689453125,11808872
2024-01-29,1364.5,1452.5,1360.175048828125,1448.050048828125,1443.1519775390625,23893438
2024-01-30,1459.949951171875,1459.9749755859375,1404.425048828125,1407.625,1402.8636474609375,14093978
2024-01-31,1404.0,1434.25,1402.5,1426.625,1421.7994384765625,15130226
2024-02-01,1435.0,1443.3499755859375,1418.050048828125,1426.6500244140625,1421.8243408203125,13349362
2024-02-02,1433.175048828125,1474.9000244140625,1433.175048828125,1457.699951171875,1452.769287109375,19652588
2024-02-05,1460.75,1470.5,1431.5250244140625,1439.0250244140625,1434.157470703125,8814432
2024-02-06,1441.8499755859375,1441.8499755859375,1419.824951171875,1427.800048828125,1422.970458984375,9047984
