Date,Open,High,Low,Close,Adj Close,Volume
2024-01-01,785.0,798.7000122070312,781.0499877929688,790.5999755859375,788.167724609375,12570717
2024-01-02,800.5,804.0,779.0,784.4000244140625,781.9868774414062,13791090
2024-01-03,786.0499877929688,790.0,776.25,781.4500122070312,779.0459594726562,8559060
2024-01-04,798.0,801.7999877929688,791.2999877929688,795.75,793.3019409179688,14298444
2024-01-05,799.0,805.9000244140625,787.0999755859375,790.9500122070312,788.5167236328125,11091198
2024-01-08,798.4000244140625,800.3499755859375,787.5,789.0999755859375,786.67236328125,7668471
2024-01-09,799.9500122070312,809.2000122070312,793.1500244140625,799.7999877929688,797.3394775390625,12872757
2024-01-10,800.0,811.0,792.6500244140625,808.4500122070312,805.962890625,9980044
2024-01-11,813.5,817.5,808.4500122070312,815.6500244140625,813.1407470703125,11075167
2024-01-12,818.1500244140625,818.5499877929688,809.1500244140625,816.4500122070312,813.938232421875,7664094
2024-01-15,820.0,820.4000244140625,810.2999877929688,812.4500122070312,809.9505615234375,4835856
2024-01-16,812.4500122070312,827.0,812.4500122070312,818.8499755859375,816.330810546875,10159066
2024-01-17,811.0,813.7000122070312,804.0,805.5499877929688,803.07177734375,7895439
2024-01-18,807.0,822.9500122070312,797.0,819.0499877929688,816.5302124023438,11500495
2024-01-19,823.8499755859375,826.0,819.5,823.5499877929688,821.0164184570312,5706888
2024-01-23,824.9000244140625,827.5999755859375,796.2999877929688,800.4500122070312,797.9874877929688,9436209
2024-01-24,802.4000244140625,812.0,788.5,810.9000244140625,808.4053344726562,7217542
2024-01-25,814.0,814.1500244140625,800.2999877929688,811.8499755859375,809.3523559570312,10109720
2024-01-29,811.8499755859375,843.7999877929688,811.0499877929688,841.0,838.4127197265625,12823686
2024-01-30,843.0,885.9500122070312,842.8499755859375,858.8499755859375,856.207763671875,19734613
2024-01-31,865.2000122070312,896.5,865.2000122070312,884.2000122070312,881.4798583984375,24562392
2024-02-01,900.0,900.1500244140625,876.2999877929688,878.5,875.79736328125,14505885
2024-02-02,886.0,895.75,876.8499755859375,878.75,876.0465698242188,13003437
2024-02-05,934.0,950.0,915.3499755859375,926.7999877929688,923.94873046875,38686871
2024-02-06,936.4000244140625,941.2999877929688,928.4000244140625,939.5499877929688,936.6595458984375,12714803
2024-02-07,944.0,944.0,928.0499877929688,933.7999877929688,930.9271850585938,7913010
2024-02-08,937.0,939.7000122070312,918.7999877929688,924.2999877929688,921.4564208984375,11576253
2024-02-09,926.0,927.4000244140625,906.0499877929688,915.0,912.18505859375,7904881
2024-02-12,916.0999755859375,925.0,908.0,911.5999755859375,908.7954711914062,7286778
2024-02-13,911.5999755859375,919.0999755859375,894.0,906.9000244140625,904.1099853515625,8574218
2024-02-14,900.0,919.9500122070312,894.3499755859375,918.2999877929688,915.4749145507812,6570939
2024-02-15,923.7000122070312,927.0,916.3499755859375,920.5499877929688,917.7179565429688,6430799
2024-02-16,925.0,948.7999877929688,924.0999755859375,938.5999755859375,935.7124633789062,12826164
2024-02-19,942.9500122070312,942.9500122070312,931.0499877929688,932.5999755859375,929.7308959960938,4632214
2024-02-20,934.4500122070312,934.6500244140625,920.4000244140625,926.3499755859375,923.5001220703125,4733639
2024-02-21,926.3499755859375,937.2000122070312,916.5,921.0499877929688,918.2164306640625,6011018
2024-02-22,924.6500244140625,933.8499755859375,914.5999755859375,932.2999877929688,929.4318237304688,6437014
2024-02-23,933.0999755859375,939.7999877929688,929.4000244140625,937.4000244140625,934.5161743164062,7047473
2024-02-26,937.0999755859375,945.0,930.7000122070312,936.9500122070312,934.0675659179688,5600234
2024-02-27,936.75,965.0,935.5,962.7000122070312,959.7383422851562,12810206
2024-02-28,966.1500244140625,976.0,950.2999877929688,958.0499877929688,955.1026000976562,15219187
2024-02-29,959.0,959.25,942.9000244140625,950.2000122070312,947.2767944335938,10346657
2024-03-01,958.9500122070312,980.4000244140625,956.7000122070312,977.4000244140625,974.3931274414062,10645369
2024-03-04,993.25,995.0,980.0999755859375,987.2000122070312,984.1629638671875,6084495
2024-03-05,1027.0,1065.5999755859375,1005.3499755859375,1021.9000244140625,1018.7562255859375,59811033
2024-03-06,1025.0,1030.6500244140625,1009.0,1017.6500244140625,1014.519287109375,14214823
2024-03-07,1025.0,1047.0,1014.0499877929688,1039.300048828125,1036.1026611328125,16877082
2024-03-11,1034.75,1035.949951171875,1021.0,1028.0,1024.83740234375,7502450
2024-03-12,1027.800048828125,1037.0,1011.2999877929688,1016.5,1013.372802734375,8763820
2024-03-13,1019.0,1021.0,963.5499877929688,973.2000122070312,970.2060546875,16564155
2024-03-14,964.9500122070312,982.0,955.4000244140625,967.75,964.7727661132812,22931801
2024-03-15,968.4000244140625,979.75,940.0,945.8499755859375,942.9401245117188,23390913
2024-03-18,945.8499755859375,974.7999877929688,936.6500244140625,972.4500122070312,969.4583129882812,12121719
2024-03-19,968.5499877929688,970.5999755859375,951.5999755859375,957.75,954.8035278320312,9483750
2024-03-20,960.9000244140625,965.1500244140625,921.2000122070312,940.4500122070312,937.5567626953125,13900321
2024-03-21,951.0,969.25,946.0,964.9000244140625,961.9315795898438,11074207
2024-03-22,964.9000244140625,986.2000122070312,950.3499755859375,979.7999877929688,976.7857055664062,13638296
2024-03-26,977.0,995.0,976.0,986.2000122070312,983.166015625,9461531
2024-03-27,991.5999755859375,995.0,976.7000122070312,978.6500244140625,975.6392822265625,6640537
2024-03-28,982.5,999.9000244140625,979.0,992.7999877929688,989.7457275390625,9862996
2024-04-01,1000.0,1009.8499755859375,987.4500122070312,992.25,989.1973876953125,8629407
2024-04-02,999.0,1008.0,993.4000244140625,1004.6500244140625,1001.5592651367188,7995931
2024-04-03,1004.0,1014.4500122070312,992.5499877929688,1009.1500244140625,1006.0454711914062,8040366
2024-04-04,1016.0,1017.0,998.1500244140625,1011.5999755859375,1008.4878540039062,9138276
2024-04-05,1011.5999755859375,1012.5,1004.4000244140625,1007.0999755859375,1004.001708984375,4519120
2024-04-08,1010.0499877929688,1016.4000244140625,1004.0,1013.2000122070312,1010.0829467773438,5188052
2024-04-09,1021.0,1029.5,1005.0,1008.5,1005.3973999023438,8539041
2024-04-10,1012.25,1021.0,1010.0,1013.5,1010.3820190429688,4554077
2024-04-12,1014.0,1029.0,1013.5,1018.5,1015.3666381835938,11575194
2024-04-15,998.0999755859375,1006.9500122070312,978.5,998.7999877929688,995.7272338867188,12632409
2024-04-16,990.0,1004.9000244140625,982.0999755859375,992.7999877929688,989.7457275390625,9574762
2024-04-18,996.3499755859375,1003.0999755859375,966.25,971.3499755859375,968.3616943359375,13540490
2024-04-19,964.0,967.9500122070312,944.0,963.2000122070312,960.23681640625,15381310
2024-04-22,978.75,978.75,966.0,973.5499877929688,970.554931640625,7187959
2024-04-23,976.0,994.5,974.0499877929688,986.75,983.71435546875,7994116
2024-04-24,992.4000244140625,995.9000244140625,988.0,991.6500244140625,988.5993041992188,4671450
2024-04-25,992.5,1003.2999877929688,989.5,1001.25,998.1697387695312,8366455
2024-04-26,1007.7999877929688,1008.9500122070312,996.5999755859375,999.5,996.4251098632812,7937500
2024-04-29,1003.0499877929688,1005.75,999.0,1000.5999755859375,997.5216674804688,4764750
2024-04-30,1005.0,1019.4500122070312,997.5,1007.9000244140625,1004.79931640625,9047011
2024-05-02,1020.0,1030.0,1011.5499877929688,1027.800048828125,1024.6380615234375,12695047
2024-05-03,1038.0,1040.199951171875,996.0,1013.4000244140625,1010.2823486328125,11871773
2024-05-06,1015.0,1019.7999877929688,1005.0,1016.2000122070312,1013.07373046875,5724760
2024-05-07,1016.2000122070312,1017.9500122070312,982.0499877929688,988.5499877929688,985.5087890625,8877426
