Date,Open,High,Low,Close,Adj Close,Volume
2024-01-01,184.8000030517578,187.0,184.4499969482422,184.9499969482422,183.0982666015625,18008785
2024-01-02,186.0,186.1999969482422,179.75,182.14999389648438,180.32630920410156,22790965
2024-01-03,182.35000610351562,184.6999969482422,180.60000610351562,182.35000610351562,180.5243377685547,18738690
2024-01-04,182.5,187.64999389648438,182.5,186.89999389648438,185.02874755859375,25403124
2024-01-05,187.6999969482422,188.64999389648438,184.0500030517578,185.9499969482422,184.08827209472656,22023938
2024-01-08,186.75,187.5,183.1999969482422,183.60000610351562,181.7617950439453,11472441
2024-01-09,184.89999389648438,186.6999969482422,184.1999969482422,184.64999389648438,182.80126953125,11550790
2024-01-10,184.39999389648438,186.0,182.0500030517578,185.60000610351562,183.7417755126953,8701594
2024-01-11,187.0,187.64999389648438,183.8000030517578,184.35000610351562,182.50430297851562,10942508
2024-01-12,185.35000610351562,185.5,183.10000610351562,183.5,181.6627960205078,8853157
2024-01-15,184.89999389648438,189.89999389648438,184.10000610351562,188.64999389648438,186.76123046875,24570393
2024-01-16,188.89999389648438,190.25,185.10000610351562,186.8000030517578,184.9297637939453,16471601
2024-01-17,186.3000030517578,188.5,183.8000030517578,185.64999389648438,183.79127502441406,16350370
2024-01-18,185.64999389648438,189.0,180.0,188.1999969482422,186.3157501220703,24831623
2024-01-19,190.0,193.6999969482422,190.0,191.85000610351562,189.92921447753906,22303305
2024-01-23,195.25,195.5,184.39999389648438,187.10000610351562,185.22677612304688,26628471
2024-01-24,186.8000030517578,190.1999969482422,184.0,189.25,187.35523986816406,14742783
2024-01-25,190.75,192.0,188.3000030517578,189.6999969482422,187.80072021484375,12592882
2024-01-29,190.0,193.6999969482422,187.5500030517578,190.89999389648438,188.9887237548828,28919512
2024-01-30,192.0,192.35000610351562,187.0,187.89999389648438,186.0187530517578,20894159
2024-01-31,188.1999969482422,189.10000610351562,184.85000610351562,185.89999389648438,184.0387725830078,23757415
2024-02-01,187.6999969482422,188.39999389648438,181.5500030517578,183.39999389648438,181.56381225585938,27835431
2024-02-02,185.0,187.75,183.85000610351562,184.60000610351562,182.75180053710938,27710061
2024-02-05,187.0,187.0,178.8000030517578,181.5500030517578,179.73233032226562,23880364
2024-02-06,182.39999389648438,183.5500030517578,180.6999969482422,183.10000610351562,181.26681518554688,12134363
2024-02-07,184.14999389648438,184.14999389648438,179.64999389648438,181.6999969482422,179.88082885742188,14192151
2024-02-08,182.1999969482422,187.10000610351562,181.75,184.8000030517578,182.9497833251953,29094709
2024-02-09,185.5,185.6999969482422,176.5,180.64999389648438,179.52134704589844,21081134
2024-02-12,181.25,183.10000610351562,173.64999389648438,174.64999389648438,173.55882263183594,19640568
2024-02-13,174.75,176.89999389648438,171.75,176.60000610351562,175.4966583251953,13961795
2024-02-14,177.25,182.14999389648438,175.3000030517578,181.60000610351562,180.4654083251953,23449380
2024-02-15,183.0,186.3000030517578,182.60000610351562,185.9499969482422,184.78822326660156,17335763
2024-02-16,189.0,190.39999389648438,186.85000610351562,188.3000030517578,187.12355041503906,29843059
2024-02-19,189.9499969482422,192.5,188.3000030517578,188.75,187.57073974609375,25343215
2024-02-20,189.10000610351562,191.4499969482422,186.25,190.64999389648438,189.4588623046875,17809897
2024-02-21,191.3000030517578,192.5500030517578,187.0,188.6999969482422,187.5210418701172,17870782
2024-02-22,189.75,196.0,188.6999969482422,194.75,193.5332489013672,31992371
2024-02-23,196.3000030517578,207.0,195.9499969482422,205.3000030517578,204.01734924316406,76179371
2024-02-26,205.64999389648438,206.89999389648438,202.8000030517578,204.25,202.97390747070312,27013630
